sentença,sentimento
Terminei o namoro e tive que dividir nossos amigos em comum.,0
Eu me senti amado hoje.,1
Nada traz alívio ou satisfação para mim,0
Meu coração está cheio de alegria.,1
Não posso confiar em ninguém além de mim mesmo.,0
Você é um raio de luz na minha vida!,1
Eu sou um ser de poder.,1
"A cada desafio, eu me supero e me torno uma pessoa melhor.",1
Estou cansado de ser a decepção na vida de todos.,0
Não consigo expressar a profunda tristeza que sinto,0
Nada parece dar certo por muito tempo em minha vida,0
Tenho fé em dias melhores e sei que eles virão.,1
"A felicidade está nas coisas mais simples, é só uma questão de encontrar a beleza em cada uma delas.",1
Sinto-me um peso para todos ao meu redor.,0
Assisti ao pôr do sol mais lindo da minha vida.,1
O amor é o ingrediente principal para a felicidade.,1
Eu sou muito feliz com os resultados do meu treinamento.,1
Meus pais nunca me apoiaram,0
Não aguento mais as mesmas preocupações e problemas todos os dias,0
O amor próprio é o melhor presente que você pode se dar.,1
Meu passado me assombra e não consigo superá-lo.,0
A paciência é uma das minhas virtudes.,1
As coisas nunca saem como eu planejo.,0
Não vejo a hora de acabar esse ano.,0
Eu sou abençoado por ter a oportunidade de ser feliz.,1
Fui promovido e não poderia estar mais orgulhoso.,1
Não tenho força para continuar,0
Você é a minha força nos momentos difíceis.,1
"Com um sorriso no rosto, tudo fica mais leve e prazeroso.",1
Estou sempre aberto a novas experiências e oportunidades de crescimento.,1
Não sei mais em quem confiar.,0
Sinto-me exausto de carregar esse fardo sozinho.,0
Não aguento mais ouvir as mesmas desculpas,0
Minha vida é uma rotina tediosa,0
Eu estou ansioso por algo me decepcionar.,0
Ver o sorriso no rosto de alguém me faz sentir bem.,1
Não consigo superar a morte de alguém que amo.,0
Eu estou tão feliz que você está aqui.,1
Sinto que estou sempre sendo punido.,0
Não sou bom o suficiente para ninguém.,0
Nada parece ter um sentido real ou uma finalidade em minha vida,0
Nada acontece como eu queria.,0
Minha vida é um contínuo ciclo de sofrimento e frustração,0
Você é uma pessoa única e especial!,1
Nem acredito que realizei meu sonho!,1
4. A vida é uma luta constante e parece que nunca vou conseguir vencer.,0
Tenho muitas razões para agradecer e poucas para reclamar.,1
Não consigo lidar com meus problemas emocionais.,0
Nada supera a sensação de estar rodeado de pessoas que me inspiram e motivam.,1
Estou me sentindo completamente sozinho e abandonado.,0
Estou doente e ninguém se importa comigo.,0
"Não consigo me livrar dessa sensação de inadequação, nunca me encaixo em lugar nenhum.",0
Eu valorizo a amizade verdadeira.,1
"Estou cansado de fingir que está tudo bem, só queria que alguém notasse que eu não estou bem.",0
A alegria é contagiante e eu amo espalhá-la.,1
Tudo parece estar desmoronando ao meu redor.,0
Eu me sinto humilhado pela sociedade.,0
Tive uma conversa muito boa com um amigo e isso me fez refletir sobre a vida.,1
Estou cansado de sempre me sentir assim.,0
Não aguento mais a pressão da faculdade.,0
Eu estou deprimido.,0
Eu me sinto inadequado.,0
Não há um único momento de felicidade em minha vida.,0
Sinto-me um perdedor.,0
Eu me sinto desvalorizado pelo mundo.,0
Me sinto rejeitado e abandonado por todos,0
Adoro quando encontro um lugar calmo e sereno onde posso relaxar e meditar.,1
Ninguém me entende e me sinto sozinho em meio à multidão.,0
O amor sempre encontra um caminho quando se tem uma amizade como a nossa.,1
Meu dia sempre fica mais claro quando vejo o seu sorriso.,1
Sou grato por cada pessoa que me motiva e me inspira.,1
A vida é uma jornada cheia de aprendizados e eu estou sempre disposto a aprender.,1
Aprendo algo novo todos os dias e isso me deixa mais sábio.,1
A vida é melhor com você ao meu lado!,1
Não consigo encontrar minha felicidade.,0
Recebi um elogio hoje que me deixou muito feliz.,1
Tudo que construí desmoronou e me sinto um fracasso.,0
Obrigado por ser sempre tão gentil e atencioso.,1
Estou me sentindo preso numa rotina sem fim,0
Não aguento mais as discussões constantes com minha família.,0
Seja a luz que ajuda os outros a enxergarem.,1
Eu me sinto traído por mim mesmo.,0
"Sua jornada é única, celebre cada passo.",1
Não consigo me perdoar pelos erros que cometi.,0
Tudo em minha vida é uma constante luta.,0
"Estou cansado de sempre ser trocado por alguém melhor, quando vou ser o suficiente?",0
Agradecer pelas bênçãos da vida é uma forma de atrair ainda mais coisas boas.,1
Estou com medo do que pode acontecer comigo e com aqueles que amo.,0
Sei que vou fracassar de novo.,0
Cada novo dia é uma nova oportunidade para ser feliz.,1
Sinto-me excluído de tudo,0
Eu me sinto perdido na vida.,0
Você é um presente do universo na minha vida!,1
Sinto uma tristeza profunda que não consigo explicar,0
Aprendi muito com essa experiência e estou animado para aplicar no futuro.,1
A tristeza me envenena por dentro e me deixa sem forças para continuar.,0
Não consigo arcar com as despesas da minha casa e me sinto um fracasso como provedor.,0
"Adorei o novo filme da Marvel, a ação e os efeitos especiais foram incríveis!",1
"Sou uma pessoa corajosa e resiliente, capaz de enfrentar qualquer desafio.",1
Sinto-me abençoado por ter saúde e bem-estar.,1
Estou lutando contra meus próprios demônios internos.,0
Sou capaz de alcançar tudo que desejo com dedicação e determinação.,1
Tristeza é a única coisa que eu conheço,0
Sou uma pessoa feliz e realizada.,1
Estou cansado(a) de ser constantemente julgado(a) pelas minhas escolhas.,0
É ótimo começar o dia com uma mensagem de bom dia de alguém especial.,1
Eu me sinto culpado pela minha família.,0
Obrigado por compartilhar sua vida comigo!,1
Fui assaltado pela segunda vez este mês e não tenho condições de trocar meu celular novamente.,0
Eu não sou importante para ninguém,0
Meu celular caiu no chão e a câmera parou de funcionar.,0
Eu estou muito feliz hoje.,1
Eu estou com raiva do mundo.,0
Me sinto um fracasso profissional.,0
Consegui alcançar um objetivo importante e me sinto realizado.,1
Minha vida é um pesadelo.,0
É maravilhoso quando recebo um abraço apertado de alguém que amo.,1
Estou cercado de amor e carinho.,1
Sinto-me decepcionado comigo mesmo.,0
3. Estou cansado de me decepcionar com as pessoas que mais amo.,0
Eu sou um ser de sabedoria.,1
"Não consigo acreditar que fui traído dessa forma, estou arrasado.",0
Não há mais nada que me faça sorrir.,0
Sinto-me um peso para minha família,0
Meu celular caiu e quebrou a tela.,0
Estou rodeado de pessoas incríveis.,1
Eu me sinto realizado quando vejo os resultados do meu esforço.,1
Estou cansado de ser julgado pelos outros.,0
Recebi um abraço caloroso do meu amigo.,1
Nossa amizade é o bem mais valioso que já tive.,1
O sucesso não é nada sem um bom amigo como você!,1
Não sou amado por ninguém.,0
Eu posso fazer a diferença.,1
Tudo é difícil e complicado demais.,0
Não tenho ninguém para contar minhas preocupações,0
A felicidade é contagiosa.,1
Tudo que eu queria era que as coisas dessem certo apenas uma vez.,0
"Fiz um bolo de chocolate e ficou perfeito, me sinto um mestre da culinária!",1
A felicidade é um estado de espírito e eu escolho viver assim todos os dias.,1
Sinto que estou sempre sendo julgado pelos outros.,0
Eu me sinto perdido.,0
O amor é a melhor dádiva que você me deu.,1
Eu não quero morrer.,0
Meu carro foi multado enquanto estava estacionado em frente à minha própria casa.,0
Receber uma ligação surpresa de um amigo distante sempre me deixa com o coração quente.,1
O sucesso começa com a vontade de tentar.,1
O preço dos alimentos só aumenta.,0
Fui desrespeitado por um desconhecido na rua e fiquei sem reação.,0
Recebi um convite para um evento incrível.,1
Tudo o que faço acaba em decepção,0
Obrigado por estar sempre presente!,1
Adoro a liberdade de poder ser quem eu sou.,1
Seja a razão pela qual alguém acredita na bondade das pessoas.,1
Tudo é um problema.,0
Sou grato pela oportunidade de viver e experimentar tudo que a vida tem a oferecer.,1
Estou muito orgulhoso de mim mesmo por ter atingido meus objetivos.,1
"Estou me sentindo um fracasso como amigo, não consegui ajudar a quem precisava.",0
Meu time ganhou o campeonato e estou radiante.,1
Sinto-me um fracasso total.,0
A felicidade é uma escolha.,1
Receber um agradecimento sincero de alguém me faz sentir que meu dia foi produtivo.,1
É incrível quando consigo me expressar de forma clara e eficaz.,1
Eu sou um bom amigo.,1
A vida é cheia de momentos felizes e inesquecíveis.,1
"Não consigo confiar em ninguém, nem em mim mesmo(a).",0
Meu dia foi completamente arruinado por um erro na entrega do meu pedido.,0
Ninguém me entende e me sinto sozinho.,0
Nada parece importar ou fazer diferença,0
Sou grato por ter amigos que me apoiam em todas as minhas decisões.,1
Sou uma pessoa de sorte.,1
Estou muito feliz por ter superado uma situação difícil e estar mais forte por causa disso.,1
Não sou capaz de encontrar prazer ou alegria em nada,0
Me sinto grato por ter alguém tão especial em minha vida.,1
Já faz meses que tento encontrar um novo emprego e não recebi nenhuma resposta positiva.,0
Eu me odeio,0
O amor é a linguagem universal do coração.,1
Tenho muito a agradecer e sou grato todos os dias.,1
Você é uma pessoa admirável!,1
Você me ensina a ver o lado bom da vida.,1
A vida é feita de momentos e os melhores são os que passamos juntos.,1
A vida é melhor quando você está sorrindo.,1
Não vejo um futuro promissor.,0
Eu sou forte e capaz.,1
Fiz uma surpresa para alguém e vi a felicidade nos olhos da pessoa.,1
O amor é a chave para a felicidade e eu tenho muito amor.,1
As pequenas conquistas diárias me motivam a seguir em frente.,1
Ajudar alguém e ver o sorriso no rosto delas é maravilhoso.,1
Sinto que estou perdendo o controle sobre minha própria vida,0
Eu estou perdido.,0
Tenho um círculo de amigos muito diversificado e incrível.,1
Receber elogios me faz sentir valorizado e feliz.,1
Eu sou inútil.,0
Eu me sinto humilhado pela minha família.,0
Me sinto um peso para aqueles que me amam.,0
O amor é a resposta.,1
Eu me sinto traído pelo mundo.,0
Estou feliz por ter um lar para voltar após um dia cansativo.,1
Nada supera a sensação de encontrar meu lugar no mundo e sentir que pertenço.,1
Eu me senti feliz hoje.,1
Minha família é meu porto seguro e minha maior fonte de amor e felicidade.,1
Nada pode estragar meu bom humor.,1
Sinto-me injustiçado.,0
Não quero mais acordar e encarar a dura realidade.,0
Me sinto preso(a) em um emprego que não me traz felicidade.,0
Eu me sinto rejeitado pelos meus amigos.,0
Meu dia foi uma lástima,0
Seja a mudança que você deseja ver no mundo.,1
Adoro quando o tempo está perfeito para um dia de praia.,1
Eu sou livre para seguir meus sonhos.,1
Não suporto mais essa pressão para ser perfeito o tempo todo.,0
Estou sempre em segundo plano.,0
Estou preso em um relacionamento abusivo e não tenho ninguém com quem contar.,0
Eu sou feliz e realizado.,1
Não há nada pior do que se sentir sozinho em meio a uma multidão.,0
Agradeço pela oportunidade de trabalhar em uma empresa tão incrível.,1
O amor vive em cada gesto seu.,1
A solidão é um peso que carrego todos os dias e que parece nunca ir embora.,0
Meu time de futebol venceu o campeonato e estou comemorando muito.,1
Meus dias são sempre cinzentos e sem graça,0
Estou muito feliz com o que conquistei.,1
Estou cansado de tentar e sempre falhar.,0
A vida é mais bonita com você nela!,1
Admiro a beleza das coisas simples da vida.,1
Descobri que meu amigo espalhou um boato falso sobre mim e agora todos acreditam nele.,0
Recebi um convite para um jantar especial.,1
Não sou amado por ninguém.,0
Ter sido traído pela pessoa que eu mais amava foi uma das piores coisas que já aconteceram na minha vida.,0
Me sinto amado e apoiado pelas pessoas ao meu redor.,1
Eu sou um fantasma.,0
É maravilhoso passar uma tarde ensolarada no parque com a companhia certa.,1
Eu sou uma pessoa positiva.,1
Fiz uma boa ação hoje e isso me deixou de coração leve.,1
Não há nada pior do que se sentir sozinho mesmo cercado de pessoas.,0
Estou muito grato por ter uma saúde mental estável e equilibrada.,1
Só mais um dia em que a tristeza me consome.,0
A internet caiu na hora que eu ia enviar o trabalho.,0
Eu sou um ser de criatividade.,1
Não vejo a hora de tudo isso acabar.,0
"Não consigo viver sem a pessoa que amo, meu coração está despedaçado.",0
Estou cercado de pessoas que me amam e me apoiam em minha jornada.,1
Sinto-me abandonado.,0
A amizade verdadeira ilumina os nossos dias.,1
A vida é um presente e eu escolho aproveitá-la ao máximo.,1
Eu estou sozinho.,0
Sou incapaz de confiar nos outros.,0
Estou em paz comigo mesmo e isso é o que realmente importa.,1
Eu nunca vou conseguir superar isso.,0
Recebi um presente personalizado.,1
Não sei como ser feliz.,0
Parabéns por ser essa pessoa incrível!,1
"A cada dia, percebo como as pequenas coisas podem trazer grande alegria.",1
Encontrei uma vaga de estacionamento bem em frente ao lugar que eu ia e me senti sortudo.,1
Sou um fracasso completo.,0
Estou muito feliz por estar cercado de pessoas que me amam e me apoiam.,1
68. Sinto que estou preso em uma vida que não é minha.,0
91. É difícil encontrar alguém que ame você de verdade.,0
Sou grato por ter uma vida repleta de momentos positivos e pessoas especiais.,1
Eu não mereço ser feliz em nenhum aspecto da minha vida,0
Eu sou uma inspiração para as pessoas.,1
Não tenho mais o controle da minha vida.,0
Não sou capaz de mudar minha situação.,0
A felicidade é um estado de espírito que eu escolho cultivar todos os dias.,1
Eu estou com raiva de outras pessoas.,0
O mundo é um lugar horrível.,0
Não consigo encontrar esperança em lugar nenhum.,0
O universo conspira a meu favor.,1
Tive que atravessar um bairro perigoso para chegar em casa e fiquei com muito medo.,0
Não vejo motivo para continuar lutando.,0
